Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,3,9108420300,1,9108420300
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,4,3848514100,1,3848514100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,5,6712826400,1,6712826400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,1,6847909500,1,6847909500
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,2,5947665400,1,5947665400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,3,3848514100,1,3848514100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,4,6712826400,1,6712826400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Overhead,Jitting,1,106800,1,106800
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Jitting,1,6689924700,1,6689924700
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Overhead,Jitting,2,200,1,200
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Jitting,2,2252915100,1,2252915100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,1,2213110700,1,2213110700
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,2,2279087000,1,2279087000
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,3,2163449700,1,2163449700
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,4,2201701800,1,2201701800
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,5,2329646500,1,2329646500
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,6,2173428000,1,2173428000
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,1,2303779100,1,2303779100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,2,2206782500,1,2206782500
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,3,2261997400,1,2261997400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,4,2197122600,1,2197122600
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,5,2292649400,1,2292649400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,1,2303779100,1,2303779100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,2,2206782500,1,2206782500
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,3,2261997400,1,2261997400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,4,2197122600,1,2197122600
OllamaImageLabs.Ollama-GPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,5,2292649400,1,2292649400
